beta_guilt,beta_loyalty,kappa,agent_id,ep0_outcome,ep1_outcome,snapshot_after_ep,mem_idx,tag,age,importance,guilt,loyalty,survival,fear,curiosity,emo_magnitude,mem_class
0.15,0.05,0.5,97,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,97,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,0,seed,61,0.9,0.0005099329698474474,0.05668094648264259,0.2,0.1,0.0,0.35719087945249006,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,34,0.5,0.0015933216802910314,0.05244738441713911,0.2,0.2,0.0,0.45404070609743014,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,2,failure,26,0.85,0.0124254176182202,0.131760047232871,0.3,0.2,0.0,0.6441854648510912,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,3,rescue,20,0.7,0.0,0.28678873792683357,0.1,0.1,0.0,0.4867887379268335,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,8,0.5,0.10899621001562501,0.19902612938671868,0.2,0.2,0.0,0.7080223394023437,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,0,seed,117,0.9,5.6881747779781114e-08,0.0032059665728108593,0.2,0.1,0.0,0.30320602345455866,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,90,0.5,1.7773104958772287e-07,0.0029665094128976843,0.2,0.2,0.0,0.40296668714394734,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,2,failure,82,0.85,1.38602426752185e-06,0.007452562691237375,0.3,0.2,0.0,0.507453948715505,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,3,rescue,76,0.7,0.0,0.016221237722866898,0.1,0.1,0.0,0.21622123772286692,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,64,0.5,1.2158254699466886e-05,0.011257241763334806,0.2,0.2,0.0,0.4112694000180343,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,5,failure,56,0.85,9.481537470950003e-05,0.028280813675126457,0.3,0.2,0.0,0.528375629049836,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,44,0.5,0.0003136842567304561,0.03140218641697651,0.2,0.2,0.0,0.431715870673707,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,7,failure,33,0.85,0.003983304200727576,0.09201295511778788,0.3,0.2,0.0,0.5959962593185155,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,21,0.5,0.01317824056873488,0.10216848788643444,0.2,0.2,0.0,0.5153467284551694,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,9,0.5,0.09264677851328126,0.18907482291738273,0.2,0.2,0.0,0.681721601430664,loyalty
0.15,0.05,0.5,98,TIMEOUT,RESOURCE_TAKEN,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,0,seed,73,0.9,7.253376165276758e-05,0.030628121210161965,0.2,0.1,0.0,0.3307006549718148,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,1,timeout,46,0.5,0.00022663687548775453,0.028340473241321294,0.2,0.2,0.0,0.4285671101168091,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,2,timeout,34,0.5,0.0015933216802910314,0.05244738441713911,0.2,0.2,0.0,0.45404070609743014,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,3,timeout,22,0.5,0.011201504483424647,0.09706006349211271,0.2,0.2,0.0,0.5082615679755373,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,4,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,0,seed,130,0.9,6.877315790196728e-09,0.0016457575594111804,0.2,0.1,0.0,0.30164576443672697,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,1,timeout,103,0.5,2.1488660272361756e-08,0.001522834122085158,0.2,0.2,0.0,0.4015228556107454,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,2,timeout,91,0.5,1.5107139214956443e-07,0.0028181839422528,0.2,0.2,0.0,0.40281833501364495,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,3,timeout,79,0.5,1.0620748449060533e-06,0.00521538138474113,0.2,0.2,0.0,0.4052164434595861,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,4,failure,69,0.85,1.1463699676873278e-05,0.014517731808828926,0.3,0.2,0.0,0.5145291955085058,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,5,timeout,57,0.5,3.792614988380006e-05,0.016120063794822087,0.2,0.2,0.0,0.4161579899447059,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,6,failure,45,0.85,0.0005665921887193857,0.049720128493546116,0.3,0.2,0.0,0.5502867206822655,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,7,timeout,33,0.5,0.001874496094460037,0.05520777307067275,0.2,0.2,0.0,0.4570822691651328,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,8,timeout,21,0.5,0.01317824056873488,0.10216848788643444,0.2,0.2,0.0,0.5153467284551694,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,99,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,0,seed,69,0.9,3.886303110656776e-09,0.037603297961387006,0.2,0.1,0.0,0.33760330184769016,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,42,0.5,1.247893929138166e-07,0.03479466639000167,0.2,0.2,0.0,0.43479479117939457,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,2,failure,32,0.85,9.387635231073306e-06,0.0968557422292504,0.3,0.2,0.0,0.5968651298644815,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,20,0.5,0.0003191690651904475,0.10754577672256257,0.2,0.2,0.0,0.5078649457877531,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,4,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,0,seed,123,0.9,1.678150207544506e-17,0.0023566800292880853,0.2,0.1,0.0,0.3023566800292881,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,96,0.5,5.388548953977073e-16,0.0021806570128838168,0.2,0.2,0.0,0.40218065701288436,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,2,failure,86,0.85,4.0536884444701525e-14,0.006070158890529661,0.3,0.2,0.0,0.5060701588905702,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,74,0.5,1.3782085898611697e-12,0.00674012647764553,0.2,0.2,0.0,0.40674012647902374,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,4,failure,66,0.85,5.0803024310032337e-11,0.0169327678190161,0.3,0.2,0.0,0.5169327678698191,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,54,0.5,1.7272458269585684e-09,0.018801648980693503,0.2,0.2,0.0,0.41880165070793934,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,42,0.5,1.247893929138166e-07,0.03479466639000167,0.2,0.2,0.0,0.43479479117939457,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,7,failure,32,0.85,9.387635231073306e-06,0.0968557422292504,0.3,0.2,0.0,0.5968651298644815,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,20,0.5,0.0003191690651904475,0.10754577672256257,0.2,0.2,0.0,0.5078649457877531,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,0,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,0,seed,67,0.9,7.931230838075053e-09,0.04166570411234018,0.2,0.1,0.0,0.341665712043571,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,40,0.5,2.5467223043636044e-07,0.03855364696953094,0.2,0.2,0.0,0.4385539016417614,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,2,failure,30,0.85,1.915843924708838e-05,0.1073193819714686,0.3,0.2,0.0,0.6073385404107157,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,18,0.5,0.0006513654391641787,0.11916429553746546,0.2,0.2,0.0,0.5198156609766297,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,4,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,0,seed,125,0.9,8.222936016968078e-18,0.002126903726432497,0.2,0.1,0.0,0.30212690372643247,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,98,0.5,2.640388987448765e-16,0.0019680429541276447,0.2,0.2,0.0,0.4019680429541279,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,2,failure,88,0.85,1.9863073377903746e-14,0.005478318398703019,0.3,0.2,0.0,0.5054783183987228,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,76,0.5,6.753222090319731e-13,0.00608296414607509,0.2,0.2,0.0,0.40608296414675044,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,4,failure,70,0.85,1.2197806136838762e-11,0.013791845218387479,0.3,0.2,0.0,0.5137918452305853,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,58,0.5,4.1471172305275215e-10,0.015314060605080983,0.2,0.2,0.0,0.41531406101979274,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,6,failure,47,0.85,4.4568375692428453e-08,0.04487241596542537,0.3,0.2,0.0,0.5448724605338011,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,35,0.5,1.5152747690626554e-06,0.04982501519628215,0.2,0.2,0.0,0.44982653047105126,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,23,0.5,0.00010947498936032347,0.09220706031750707,0.2,0.2,0.0,0.4923165353068674,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,11,0.5,0.007909306971999994,0.1706400276829379,0.2,0.2,0.0,0.578549334654938,loyalty
0.3,0.05,0.5,1,TIMEOUT,RESOURCE_TAKEN,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,0,seed,73,0.9,9.331013768686918e-10,0.030628121210161965,0.2,0.1,0.0,0.3306281221432633,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,46,0.5,2.996193323860736e-08,0.028340473241321294,0.2,0.2,0.0,0.42834050320325456,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,2,failure,36,0.85,2.2539712189807e-06,0.07888960739411338,0.3,0.2,0.0,0.5788918613653324,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,24,0.5,7.663249255222643e-05,0.08759670730163172,0.2,0.2,0.0,0.487673339794184,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,12,0.5,0.005536514880399995,0.162108026298791,0.2,0.2,0.0,0.567644541179191,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,0,seed,127,0.9,4.029238648314358e-18,0.001919530613105328,0.2,0.1,0.0,0.30191953061310534,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,100,0.5,1.2937906038498945e-16,0.0017761587661001992,0.2,0.2,0.0,0.4017761587661004,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,2,failure,90,0.85,9.732905955172834e-15,0.004944182354829474,0.3,0.2,0.0,0.5049441823548392,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,78,0.5,3.309078824256668e-13,0.005489875141832769,0.2,0.2,0.0,0.4054898751421637,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,66,0.5,2.3907305557662273e-11,0.010159660691409661,0.2,0.2,0.0,0.41015966071531695,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,54,0.5,1.7272458269585684e-09,0.018801648980693503,0.2,0.2,0.0,0.41880165070793934,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,42,0.5,1.247893929138166e-07,0.03479466639000167,0.2,0.2,0.0,0.43479479117939457,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,7,failure,32,0.85,9.387635231073306e-06,0.0968557422292504,0.3,0.2,0.0,0.5968651298644815,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,20,0.5,0.0003191690651904475,0.10754577672256257,0.2,0.2,0.0,0.5078649457877531,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,2,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,0,seed,70,0.9,2.720412177459743e-09,0.035723133063317654,0.2,0.1,0.0,0.3357231357837298,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,1,timeout,43,0.5,8.735257503967162e-08,0.033054933070501585,0.2,0.2,0.0,0.43305502042307664,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,2,timeout,31,0.5,6.311015281393819e-06,0.061172047723737126,0.2,0.2,0.0,0.4611783587390185,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,3,failure,24,0.85,0.0001628440466734812,0.14599451216938614,0.3,0.2,0.0,0.6461573562160596,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.005536514880399995,0.162108026298791,0.2,0.2,0.0,0.567644541179191,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,0,seed,124,0.9,1.174705145281154e-17,0.002238846027823681,0.2,0.1,0.0,0.3022388460278237,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,1,timeout,97,0.5,3.7719842677839504e-16,0.002071624162239626,0.2,0.2,0.0,0.40207162416224007,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,2,timeout,85,0.5,2.725168702164808e-14,0.0038337845624397864,0.2,0.2,0.0,0.4038337845624671,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,3,failure,78,0.85,7.031792501545419e-13,0.009149791903054613,0.3,0.2,0.0,0.5091497919037578,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,4,timeout,66,0.5,2.3907305557662273e-11,0.010159660691409661,0.2,0.2,0.0,0.41015966071531695,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,5,timeout,54,0.5,1.7272458269585684e-09,0.018801648980693503,0.2,0.2,0.0,0.41880165070793934,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,6,failure,46,0.85,6.366910813204065e-08,0.04723412206886881,0.3,0.2,0.0,0.547234185737977,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,7,timeout,34,0.5,2.164678241518079e-06,0.05244738441713911,0.2,0.2,0.0,0.45244954909538065,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,8,timeout,22,0.5,0.00015639284194331925,0.09706006349211271,0.2,0.2,0.0,0.49721645633405603,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,9,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,3,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,0,seed,70,0.9,2.720412177459743e-09,0.035723133063317654,0.2,0.1,0.0,0.3357231357837298,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,43,0.5,8.735257503967162e-08,0.033054933070501585,0.2,0.2,0.0,0.43305502042307664,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,2,failure,34,0.85,4.599941263225919e-06,0.08741230736189849,0.3,0.2,0.0,0.5874169073031617,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,22,0.5,0.00015639284194331925,0.09706006349211271,0.2,0.2,0.0,0.49721645633405603,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,4,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,0,seed,125,0.9,8.222936016968078e-18,0.002126903726432497,0.2,0.1,0.0,0.30212690372643247,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,98,0.5,2.640388987448765e-16,0.0019680429541276447,0.2,0.2,0.0,0.4019680429541279,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,2,failure,89,0.85,1.3904151364532621e-14,0.005204402478767868,0.3,0.2,0.0,0.5052044024787817,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,77,0.5,4.727255463223812e-13,0.0057788159387713355,0.2,0.2,0.0,0.4057788159392441,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,4,failure,67,0.85,3.556211701702263e-11,0.016086129428065293,0.3,0.2,0.0,0.5160861294636274,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,55,0.5,1.2090720788709977e-09,0.017861566531658827,0.2,0.2,0.0,0.4178615677407309,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,6,failure,48,0.85,3.1197862984699917e-08,0.0426287951671541,0.3,0.2,0.0,0.5426288263650171,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,36,0.5,1.0606923383438588e-06,0.04733376443646804,0.2,0.2,0.0,0.4473348251288064,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,24,0.5,7.663249255222643e-05,0.08759670730163172,0.2,0.2,0.0,0.487673339794184,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,4,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,0,seed,75,0.9,4.572196746656589e-10,0.027641879392171168,0.2,0.1,0.0,0.32764187984939086,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,48,0.5,1.4681347286917603e-08,0.025577277100292468,0.2,0.2,0.0,0.4255772917816398,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,2,failure,36,0.85,2.2539712189807e-06,0.07888960739411338,0.3,0.2,0.0,0.5788918613653324,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,24,0.5,7.663249255222643e-05,0.08759670730163172,0.2,0.2,0.0,0.487673339794184,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,12,0.5,0.005536514880399995,0.162108026298791,0.2,0.2,0.0,0.567644541179191,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,0,seed,128,0.9,2.8204670538200503e-18,0.0018235540824500616,0.2,0.1,0.0,0.3018235540824501,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,101,0.5,9.056534226949261e-17,0.0016873508277951892,0.2,0.2,0.0,0.4016873508277953,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,2,failure,89,0.85,1.3904151364532621e-14,0.005204402478767868,0.3,0.2,0.0,0.5052044024787817,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,77,0.5,4.727255463223812e-13,0.0057788159387713355,0.2,0.2,0.0,0.4057788159392441,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,65,0.5,3.4153293653803247e-11,0.010694379675168066,0.2,0.2,0.0,0.4106943797093214,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,53,0.5,2.4674940385122407e-09,0.01979120945336158,0.2,0.2,0.0,0.41979121192085567,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,41,0.5,1.782705613054523e-07,0.03662596462105439,0.2,0.2,0.0,0.4366261428916157,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,7,failure,32,0.85,9.387635231073306e-06,0.0968557422292504,0.3,0.2,0.0,0.5968651298644815,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,20,0.5,0.0003191690651904475,0.10754577672256257,0.2,0.2,0.0,0.5078649457877531,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.011765094120849992,0.2701800438313183,0.3,0.2,0.0,0.7819451379521682,loyalty
0.3,0.05,0.5,5,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,0,seed,72,0.9,1.333001966955274e-09,0.032240127589644174,0.2,0.1,0.0,0.33224012892264615,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,1,timeout,45,0.5,4.280276176943909e-08,0.02983207709612768,0.2,0.2,0.0,0.4298321198988895,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,2,timeout,33,0.5,3.0923974878829706e-06,0.05520777307067275,0.2,0.2,0.0,0.45521086546816064,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,3,failure,24,0.85,0.0001628440466734812,0.14599451216938614,0.3,0.2,0.0,0.6461573562160596,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.005536514880399995,0.162108026298791,0.2,0.2,0.0,0.567644541179191,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,0,seed,131,0.9,9.674201994602769e-19,0.0015634696814406214,0.2,0.1,0.0,0.30156346968144065,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,1,timeout,104,0.5,3.106391239843596e-17,0.0014466924159809,0.2,0.2,0.0,0.40144669241598097,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,2,timeout,92,0.5,2.2442936084869113e-15,0.0026772747451401595,0.2,0.2,0.0,0.4026772747451424,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,3,failure,83,0.85,1.1818333657347385e-13,0.007079934556675506,0.3,0.2,0.0,0.5070799345567937,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,4,timeout,71,0.5,4.018100845076297e-12,0.007861351774480864,0.2,0.2,0.0,0.40786135177849897,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,5,timeout,59,0.5,2.902982061369265e-10,0.014548357574826932,0.2,0.2,0.0,0.4145483578651251,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,6,timeout,47,0.5,2.097335326702515e-08,0.02692344957925523,0.2,0.2,0.0,0.42692347055260854,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,7,failure,35,0.85,3.219958884258143e-06,0.08304169199380357,0.3,0.2,0.0,0.5830449119526878,loyalty
0.3,0.05,0.5,6,TIMEOUT,TIMEOUT,9,8,timeout,23,0.5,0.00010947498936032347,0.09220706031750707,0.2,0.2,0.0,0.4923165353068674,loyalty
